Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000D5TMPT,Trivium,8721325778031,1,81313726-88b2-4d40-95bf-c04f8fd96b4a,2025-12-20 23:44:59,Single,S-002,open
A000D5RR1R,Trivium,8721325778017,1,4906b5cf-b9d5-4d37-8ab6-6e3f10583e29,2025-12-20 22:54:14,Single,S-002,open
A000D5NCT9,Trivium,8721325778048,1,a3feb66c-4c48-49f8-9379-b48955ea6e78,2025-12-20 21:16:41,Single,S-002,open
A000D5N9U8,Trivium,8721161953111,1,c0849892-26f3-454f-861a-98bc1e187854,2025-12-20 21:10:12,Single,S-002,open
A000D5N4XJ,Trivium,8721161953104,1,e0e899a3-902a-492c-98fc-d273626b4275,2025-12-20 21:05:04,Single,S-002,open
A000D5MHJ4,Trivium,8721161953357,1,e130a165-5ab4-4345-8991-bc262c53e86e,2025-12-20 20:40:06,Single,S-002,open
A000D5JM32,Trivium,8721161953104,1,8bea1a33-3f7b-43f9-b6f6-82b646e01922,2025-12-20 18:53:11,Single,S-002,open
A000D5JAU5,Trivium,8721325778048,1,45c1fffc-c4a3-4f13-8444-78f68eb796c5,2025-12-20 18:45:04,Single,S-002,open
A000D5E5E4,Trivium,8721161953586,1,e3a4c032-51b0-403f-9bb4-aab62269d473,2025-12-20 16:42:46,Single,S-002,open
A000D5DADJ,Trivium,8721325778031,1,4ccecf9d-4b23-475a-b4ed-6988e49fbed1,2025-12-20 16:20:06,Single,S-002,open
A000D5CJTA,Trivium,8721325778123,1,6ed48bee-fa80-4427-aa93-48e2a57c403f,2025-12-20 15:53:32,Single,S-002,open
A000D56LP7,Trivium,8721161953340,1,11845821-3827-41cb-8fe8-71b2fdbf5e2f,2025-12-20 13:24:13,Single,S-002,open
A000D55PEP,Trivium,8721161953357,1,3eae7a93-f4a4-42f7-ab82-076f823f36b8,2025-12-20 12:58:51,Single,S-002,open
A000D554HA,Trivium,8721161953340,1,30e061eb-4015-4f58-bbc1-604dc9f6443b,2025-12-20 12:40:15,Single,S-002,open
A000D53DPC,Trivium,8721325778031,1,9e7f0a6c-f659-4786-b83e-6b408c076669,2025-12-20 11:49:48,Single,S-002,open
A000D527DA,Trivium,8721325778031,1,e470bcf7-169c-4a0e-8edc-28d542d7ce24,2025-12-20 11:12:46,Single,S-002,open
A000D32MLJ,Trivium,8721161953357,1,5a79d640-99ae-436a-9a9b-40ce8c842a00,2025-12-20 11:09:28,Single,S-002,open
A000D50J0E,Trivium,8721325778031,1,605d4e58-97ba-4488-83ef-59fe919be3aa,2025-12-20 10:18:58,Single,S-002,open
A000D4XNXX,Trivium,8721325778123,1,1aa89da5-2958-4efd-8170-671affdaa2f3,2025-12-20 09:49:39,Single,S-002,open
A000D4W27P,Trivium,8721325778031,1,120a8a59-e169-4f43-bdaa-1c24beb9303a,2025-12-20 08:26:08,Single,S-002,open
A000D4UWA1,Trivium,8721161953340,1,cf456143-ef38-4f70-a3b5-cc8854dbeafb,2025-12-20 08:16:01,Single,S-002,open
A000D4UF0J,Trivium,8721325778031,1,5c8bd0be-2b6d-4bde-981b-1e9b1b7abe5a,2025-12-20 07:34:03,Single,S-002,open
A000CR89MD,Trivium,8721325778017,1,5ffcb8d0-c9fb-41d6-b433-27de42690701,2025-12-20 04:24:14,Single,S-002,open
A000D4TWA1,Trivium,8721161953357,1,8dffef0c-65b6-4069-b86f-1bcf928ec584,2025-12-20 03:19:41,Single,S-002,open
A000D1TRMK,Trivium,8721325778031,1,b414d5e3-0421-4c5a-910f-a27afc9c8d57,2025-12-20 01:41:22,Single,S-002,open
A000D4JU4W,Trivium,8721325778031,1,ca243527-7fe2-41bd-888e-b3bed80e39bf,2025-12-20 00:48:05,Single,S-002,open
A000D4TCTC,Trivium,8721161953562,1,a285091d-5a67-4fc2-9343-e98364f44e5f,2025-12-20 00:39:11,Single,S-002,open
A000D4RLPC,Trivium,8721325778031,1,fca5da65-df77-4f4a-87ac-07212c2ec108,2025-12-19 23:38:02,Single,S-002,open
A000D4PU4D,Trivium,8721161953562,1,f3977b6c-1e31-4b90-b948-398432cc20e9,2025-12-19 22:58:54,Single,S-002,open
A000D4N44T,Trivium,8721161953586,1,f4b50000-6554-4e26-aa3e-c1f8902ba638,2025-12-19 21:58:49,Single,S-002,open
A000D4LE2F,Trivium,8721325778123,1,f4670be5-734a-4e5e-8954-01d055136461,2025-12-19 21:04:37,Single,S-002,open
A000D4HE0P,Trivium,8721161953357,1,f961cff8-affb-45cf-9711-5db02d4c3163,2025-12-19 19:49:55,Single,S-002,open
A000D4H5KP,Trivium,8721161953104,1,17684c77-3f71-4983-8703-5c8c81d8ddc7,2025-12-19 19:20:59,Single,S-002,open
A000CNMTF0,Trivium,8721161953494,1,322a638c-8949-4420-9e30-ca506bff1732,2025-12-19 19:05:52,Single,S-002,open
A000D4E8P8,Trivium,8721325778031,1,f5f4cfa5-69bb-424a-b922-7f183301617f,2025-12-19 18:17:21,Single,S-002,open
A000D4AU6E,Trivium,8721325778031,1,cf9bc0b1-b64d-45a4-9c7d-0cffb949d187,2025-12-19 16:54:34,Single,S-002,open
A000D4AM7M,Trivium,8721325778031,1,73b17908-375c-4c30-8fd3-c0741eb9c28e,2025-12-19 16:48:09,Single,S-002,open
