Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000D6RXM6,Trivium,8721161953357,2,0321ba9a-f024-418c-8a45-9affaba0cf24,2025-12-21 21:34:04,SingleLine,SL-002,open
A000D6M01C,Trivium,8721161953357,2,49d118a1-c8a5-439b-883a-13102fb2cea7,2025-12-21 19:42:23,SingleLine,SL-002,open
A000D6D89A,Trivium,8721161953937,2,7b596c18-e819-4a26-9629-be338b77e105,2025-12-21 16:13:38,SingleLine,SL-002,open
A000D62JJC,Trivium,8721161953340,2,3a6a530a-db95-4b80-946c-d64443011710,2025-12-21 11:13:13,SingleLine,SL-002,open
