Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000D62NJD,Trivium,8721161953340,1,78873049-618e-4fdd-a133-d9b3ed38d18c,2025-12-21 11:14:20,Multi,M-002,open
A000D62NJD,Trivium,8721161953357,1,9b2fefec-7ca3-4b48-924c-7ef195b7e284,2025-12-21 11:14:20,Multi,M-002,open
