Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000DRLRUC,Trivium,8721161953357,1,a9795653-1f53-4836-befe-a22b22ddf829,2026-01-11 20:06:04,Multi,M-002,open
A000DRLRUC,Trivium,8721161953937,2,7d0c1bf1-b210-4dd0-96d5-fd04f50a41e2,2026-01-11 20:06:04,Multi,M-002,open
