Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000DLE7TL,Trivium,8721161953586,2,6f942e8f-f9e5-4588-adba-eeda22aca59b,2026-01-11 15:22:02,SingleLine,SL-003,open
