Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000DPF5HA,Trivium,8721161953340,2,107b02f7-24fe-470d-b1a9-c43588fbe431,2026-01-10 12:42:06,SingleLine,SL-003,open
A000DPF6DE,Trivium,8721161953937,2,b76f6736-489d-4e46-9428-d57e70271bf5,2026-01-10 10:38:41,SingleLine,SL-003,open
