Order ID,Shop,MP EAN,Quantity,Shipping Label,Order Time,Batch Type,Batch Number,Order Status
A000E4RL0C,Jean,8721161953265,1,4b2a0d3a-4cb5-4e16-bd1b-1c56239c2d8c,2026-01-23 20:17:31,Single,S-004,open
